series,代码,名称,市盈率,市净率,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,固定资产,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,BBI,ARBR,KDJ,BOLL,OBV,BIAS,MACD,MA,PSY,WVAD,CD,MI,DMI-QLL,ABV,Z-SCORE,122日涨幅,122日振幅,122日换手,122日总量,92日涨幅,92日振幅,92日换手,92日总量,GB
657,'600886',国投电力,60.051,1.886,0.137,4.362,0.0317,0.52,0.954,2.24,14.458,-25.07,10.59,44.849,4.33,20474810,12594365,14615538,2960345,647113,352562,-288453,-58596,763074,328266,195071,210452,93001,1520274,678602,678602,678602,8.035,141.259,60.071,7.955,193303392,2.999,0.066,8.072,66.667,1163519,0.393,0.37,44.82,7727.03,0.166,0.071,0.1535,0.4363,29606230,0.1231,0.161,0.2991,20293614,0.093
430,'600598',北大荒  ,81.828,3.275,0.137,3.083,0.0408,1.058,1.361,-0.0061,62.155,182.01,13.44,95.139,3.064,979014,315737,383524,608507,242022,188034,-43461,144572,61709,58419,24051,23779,24309,59355,177768,177768,177768,11.269,114.984,55.676,11.156,104211664,0.563,0.11,11.192,50,697860.563,0.221,-0.09,22.377,4169.89,1.281,0.0053,0.1449,0.5077,9025011,0.0813,0.1558,0.3757,6679187,0.025
1734,'002541',鸿路钢构,118.323,1.46,0.137,11.08,0.0124,0.0246,6.6,3.227,52.1,42.23,18.34,12.479,11.08,745856,119655,357262,388594,230419,859,-16110,-15689,78707,9217,620,6977,4794,114398,34915,16573,16573,16.568,68.191,30.691,17.012,6476291,0.727,-0.253,16.142,50,-24032.258,-0.825,-0.88,22.625,258.895,1.321,-0.168,0.269,0.8047,1333686,-0.0634,0.1331,0.5376,891010,-0.12
1914,'002772',众兴菌业,88.505,1.963,0.138,6.232,0.0219,0.123,4.131,1.233,75.15,-41.79,-7.87,36.906,6.232,309613,76412,75939,232676,154208,4612,-5461,-16959,16830,6119,4301,5073,5024,46047,37333,16177,16177,12.921,89.669,19.731,13.252,5370923.5,-3.468,-0.181,12.52,33.333,62790.758,-1.197,-0.99,18.386,215.188,2.579,-0.3137,0.3543,3.2297,5224862,-0.1577,0.1836,1.673,2706420,-0.311
208,'600282',南钢股份,31.418,2.424,0.139,1.795,0.0781,0.053,0.108,0.501,18.711,4830.37,77.17,12.711,1.794,3801138,2152717,2690767,711236,42936,20992,-5523,285743,850603,104357,63687,70879,54889,198476,396207,387575,387575,4.112,217.037,73.641,3.79,115991144,5.108,0.224,4.198,58.333,6645434.5,2.865,0.52,35.579,4639.646,0.192,0.1553,0.4211,1.0469,40576616,0.206,0.4396,0.8506,32967070,0.187
286,'600382',广东明珠,103.321,1.39,0.139,10.315,0.0135,-1.53,4.174,4.715,75.426,249.47,82.15,80.751,10.315,640574,5682,127143,483160,194872,-71430,47104,27399,12874,10297,9627,9627,6497,221727,46682,34175,34175,14.433,98.744,62.363,14.515,51531192,1.115,-0.092,14.352,33.333,-32476.777,-0.621,-0.12,25.689,2061.673,3.357,-0.0928,0.1985,0.7231,2471140,-0.0381,0.1296,0.4371,1493701,-0.082
19,'600026',中远海能,46.757,0.943,0.14,6.739,0.0203,0.193,1.884,3.049,47.141,3.07,-38.75,31.365,6.739,5926654,3432512,3131078,2793893,759521,77924,-95900,964,266473,82288,65468,65825,56311,1306071,403203,403203,273603,6.475,128.467,72.548,6.369,121621600,1.411,0.076,6.496,50,879796.375,0.263,0.24,27.721,4867.716,0.953,-0.0477,0.2572,0.6061,16584204,-0.0208,0.1486,0.336,9193212,-0.063
1477,'002244',滨江集团,47.861,1.577,0.14,4.18,0.0331,0.791,0.751,2.191,25.944,12.23,-74.24,37.638,4.18,5094941,24868,3552625,1321839,233779,246031,-304034,-73918,121714,35422,54119,54032,43050,702830,311144,270290,270290,6.713,88.513,42.018,6.844,63397628,1.833,-0.069,6.628,41.667,-435468.531,-0.4,-0.14,37.762,2531.339,0.838,-0.0965,0.1644,0.5925,16014843,-0.0495,0.1561,0.4441,12003900,-0.036
954,'000429',粤高速Ａ,64.428,2.187,0.14,3.788,0.0339,0.229,1.2,1.198,52.669,51.5,7.97,61.763,3.787,1637149,906998,715115,862279,250841,47984,-5756,34846,70886,43437,42516,42556,28672,320728,209081,81763,46888,8.774,86.207,75.586,8.613,41178708,3.645,0.117,8.882,58.333,315925.031,0.535,0.52,34.24,1643.9,1.177,0.281,0.4293,3.312,15529609,0.1661,0.2686,2.2014,10321794,0.256
555,'600761',DR安徽合,66.965,1.572,0.14,5.712,0.0238,0.133,0.748,3.248,64.939,11.53,29.09,19.568,5.702,679583,147706,221633,441314,55342,9846,-1484,3904,189543,35000,14206,14642,10364,271253,74018,74018,74018,11.001,133.709,76.302,10.743,87258768,3.469,0.191,11.003,41.667,559344.563,0.757,0.358,37.12,3491.084,2.526,-0.0722,0.2766,0.8696,6436421.5,0.0271,0.1916,0.5583,4132091,-0.054
306,'600418',江淮汽车,71.579,1.348,0.14,7.244,0.0196,-1.33,2.815,2.52,27.279,-2.19,-6.45,10.746,7.24,5159386,1009826,3586520,1407454,532974,-251840,47604,-46223,1367467,122416,16145,29230,27357,513026,189331,101736,101736,10.114,95.29,34.062,10.342,110270656,1.489,-0.101,9.914,50,-139449.5,-0.373,-0.57,33.792,4409.761,0.672,-0.1224,0.2804,1.0027,10201206,-0.0826,0.1942,0.7447,7575890,-0.132
739,'601128',常熟银行,76.039,2.34,0.14,4.365,0.0317,-0.551,0.313,0.704,7.332,11.51,15.37,35.998,4.365,13778584,89683,12708541,1010315,69621,-122490,-700386,-173167,114594,103086,41252,43076,31632,196502,222273,22227,22227,10.827,73.789,46.943,11.156,5955646,0.343,-0.277,10.666,33.333,-140349.5,-1.571,-0.68,11.597,237.386,0.082,-0.1261,0.4573,8.9869,19975336,-0.0821,0.4803,5.7739,12833747,-0.162
1536,'002317',众生药业,80.783,2.627,0.14,4.125,0.0321,0.159,1.749,1.231,81.496,19.43,4.87,65.579,4.125,430425,48186,76714,350781,142469,12950,-13465,-4761,43700,28032,12405,12819,11073,114923,81446,44470,44470,11.724,64.968,18.534,12.052,15940085,-1.34,-0.156,11.504,33.333,-120242.008,-0.672,-0.75,8.537,638.202,3.693,-0.1189,0.1622,0.7573,3367528,-0.0776,0.1277,0.5326,2368547,-0.085
1068,'000665',湖北广电,82.694,1.292,0.14,8.88,0.0162,0.159,5.45,2.257,70.431,-10.09,-6.46,45.716,8.1,809383,460971,219636,570060,346743,10144,-11519,-1697,54242,24686,8352,8952,9123,148673,63622,46107,46107,11.792,85.333,29.406,11.997,30665654,0.459,-0.127,11.592,50,-41318.613,-0.771,-0.72,22.202,1226.775,1.736,-0.2033,0.2619,0.4988,2299595,-0.1335,0.1877,0.3463,1596888,-0.196
1425,'002187',广百股份,83.969,1.534,0.14,7.363,0.0187,-0.384,2.67,3.01,64.472,2.06,-9.47,19.593,7.343,406982,96954,146774,262390,91412,-13144,-100444,-113588,160662,28958,5772,5689,4857,113326,34242,34242,34242,12.13,71.711,25.267,12.363,11916508,-1.495,-0.13,11.932,41.667,38396.945,-0.876,-0.65,17.027,476.969,2.087,-0.1498,0.2072,0.6393,2188980,-0.0856,0.1311,0.3639,1246226,-0.122
2154,'300204',舒泰神,104.642,3.552,0.14,3.944,0.0352,0.232,1.236,1.528,81.092,23.92,18.59,95.192,3.943,243408,24241,44491,197383,59120,11113,730,11798,32982,31149,7692,7702,6806,81676,47816,46517,46517,15.094,82.014,29.948,15.443,6068031.5,-0.594,-0.195,14.752,25,-14084.509,-0.849,-0.98,5.365,242.779,4.076,-0.165,0.1972,0.3037,1412778,-0.101,0.1521,0.2021,940155,-0.117
397,'600557',康缘药业,113.846,3.042,0.14,5.18,0.0273,0.0158,0.844,2.89,65.8,5.44,10.15,74.405,5.17,490900,186026,158328,323015,52043,974,-20047,-10867,76919,55687,9928,10403,8684,181869,61645,44223,44223,16.307,79.562,36.214,16.496,34364280,-0.853,-0.03,16.134,41.667,-67034.938,-0.289,-0.4,25.977,1374.84,2.179,-0.0992,0.1938,0.6802,3007969,-0.0951,0.1604,0.4449,1967490,-0.08
676,'600958',东方证券,113.917,2.419,0.14,6.592,0.0207,-1.568,2.901,1.278,20.106,99.55,54.16,38.411,6.583,20379045,43078,16234765,4097400,1802878,-974404,-1840,-996564,212889,-37512,81772,109711,84430,794493,621545,415324,312616,15.097,199.27,79.821,14.303,26551266,5.762,0.442,15.306,58.333,1959724.875,0.988,2.15,57.306,1072.043,0.228,0.067,0.2049,0.408,12753613,0.1143,0.214,0.3423,10702363,0.087
84,'600114',东睦股份,117.457,2.985,0.14,5.309,0.0252,0.146,3.329,0.9,79.77,67.74,14.61,35.859,5.247,293754,103801,46497,234327,141603,6228,-4946,6054,40665,14075,6995,7297,5831,46796,43635,38646,38646,16.8,126.306,24.227,17.146,45915692,0.373,-0.127,16.48,41.667,9074.064,-0.356,-1.28,13.496,1836.368,3.778,-0.0264,0.2512,0.7262,2806365,-0.0829,0.204,0.4922,1901997,-0.077
1640,'002435',长江润发,117.74,1.592,0.14,10.256,0.0132,0.122,8.43,0.756,84.889,244.57,67.07,33.047,10.256,598698,86427,85612,508228,413703,5997,-128056,-115511,51971,16377,7293,7414,6731,42015,49078,18373,18373,16.86,92.126,54.593,16.813,7021574,-1.849,0.082,16.862,58.333,117972.773,-0.213,-0.48,7.555,280.634,4.152,-0.1656,0.2755,1.0016,1840294,0.0297,0.1771,0.8142,1495848,-0.107
56,'600079',人福医药,128.785,2.262,0.14,7.859,0.018,-0.255,3.045,2.493,37.018,32.64,24.16,39.147,7.814,2768594,467488,1537287,1024877,391548,-32759,-90126,-40441,332953,127215,33686,34114,19765,334790,128605,105755,105755,18.592,56.237,23.229,19.033,106482040,-1.311,-0.302,18.334,16.667,-200495.469,-1.047,-1.2,12.875,4259.815,0.781,-0.1017,0.1743,0.8476,8964165,-0.1044,0.1738,0.6563,6940293,-0.082
2223,'300286',安科瑞,132.821,4.535,0.14,4.101,0.0331,0.0896,1.28,1.581,77.785,28.98,23.17,56.557,4.09,75211,13458,16701,58503,18264,1279,2154,579,8145,4532,1296,2294,1997,22558,14452,10085,10085,19.54,64.634,20.793,20.275,4271583,-1.711,-0.467,18.892,25,-7661.991,-1.446,-2.13,12.501,170.952,3.278,-0.2923,0.3078,0.7358,742044,-0.164,0.1988,0.5282,532701,-0.259
373,'600521',华海药业,143.795,4.63,0.14,4.168,0.0314,-0.127,1.15,1.703,64.158,15.01,16.69,51.03,4.168,706563,191652,235385,453315,119852,-13204,-29076,-8428,112954,56219,10776,14044,14007,196345,104256,102433,102433,20.458,98.793,31.214,20.551,40252996,0.14,0.023,20.264,41.667,96701.664,-0.11,-1.16,4.893,1609.803,2.039,-0.0615,0.2084,0.3667,3756662,-0.0649,0.1855,0.2622,2685989,-0.078
1910,'002768',国恩股份,144.361,5.776,0.14,3.399,0.04,-0.394,0.942,1.298,49.256,45.67,54.91,22.083,3.396,170496,28795,81412,83979,22618,-9455,-3776,-7016,33306,7119,4024,4077,3388,33555,24000,8700,8700,20.466,54.774,57.239,20.72,4940882,0.452,-0.299,20.286,50,-4467.714,-1.23,-0.5,12.956,197.727,1.418,-0.2323,0.3415,2.0144,1752542,-0.1188,0.245,1.0949,952543,-0.166
45,'600066',宇通客车,156.893,3.499,0.14,5.278,0.023,-1.506,0.578,2.819,47.299,-16.46,-24.54,24.023,5.275,2938767,435838,1538094,1390008,127877,-333374,185147,-150005,386846,89960,38920,40932,31622,845475,221394,190348,190348,21.753,93.343,57.162,21.656,90327008,2.136,0.259,21.776,41.667,278467.344,1.411,1.24,42.344,3616.363,1.325,0.1158,0.2387,0.5746,10937851,0.1417,0.2442,0.4053,7715210,0.073
2364,'300463',迈克生物,158.592,5.299,0.14,4.078,0.0353,-0.051,1.048,1.882,84.721,17.36,28.99,53.897,4.069,275985,34088,36511,233818,58486,-2845,-867,-1496,36314,19337,10298,10504,8059,111281,55800,30003,30003,23.16,84.115,29.512,24.238,1446939,-0.467,-0.628,22.318,25,2486.117,-1.188,-3.35,10.112,58,5.248,-0.0352,0.2183,0.9376,2813173,-0.0327,0.2188,0.7459,2237773,0.019
2324,'300408',三环集团,165.318,7.474,0.14,2.897,0.0444,0.25,0.076,1.571,83.809,3.31,1.5,47.026,2.896,638435,108481,100367,535063,13137,43271,-20889,54609,67682,31027,26081,27654,23232,305940,172795,97897,97897,22.235,148,82.333,21.182,7356161,3.121,0.621,22.752,66.667,437767.125,0.992,2.93,35.061,293.646,4.837,0.2487,0.2781,1.063,10406216,0.0886,0.2009,0.7284,7131151,0.182
911,'000065',北方国际,176.575,3.89,0.14,6.266,0.0217,1.964,2.28,2.776,25.247,43.38,19.79,9.875,6.244,1291389,37837,917926,326039,116984,100763,-27471,95820,230302,22743,8613,8719,6994,147011,51300,40051,40051,24.174,113.09,61.609,24.547,33102538,5.432,-0.3,23.708,50,45099.164,-0.679,0.18,42.611,1324.901,0.762,-0.2725,0.5047,1.5125,6057685,-0.2684,0.3778,1.1504,4607473,-0.31
1775,'002592',八菱科技,188.186,3.536,0.14,7.202,0.0188,0.117,4.223,1.535,83.44,30.66,6.73,16.84,7.202,253035,27134,41874,211132,119661,3318,-2727,1480,23937,3789,4120,4262,3929,50587,28333,12166,12166,27.273,63.26,33.959,28.089,5733365.5,-0.907,-0.482,26.682,50,-13045.289,-1.052,-1.61,12.224,229.378,3.695,-0.1339,0.2076,0.7468,908504,-0.0841,0.1943,0.639,777360,-0.107
2408,'300529',健帆生物,191.372,8.969,0.14,2.787,0.0491,0.121,1.227,0.684,83.266,27.16,17.81,82.719,2.785,149460,26787,25011,124449,51106,5041,-30357,-11430,14796,11952,6910,7129,5963,36844,41660,4200,4200,28.3,75.081,16.525,29.638,-33219,-2.342,-0.909,27.384,41.667,-28974.543,-1.829,-3.3,17.831,-1.168,4.292,-0.3506,0.4145,1.9602,823279,-0.2206,0.25,1.2268,515252,-0.287
1873,'002722',金轮股份,199.302,2.901,0.14,9.489,0.0148,-0.194,6.326,1.948,70.856,10.6,25.31,20.615,9.485,238196,28948,69314,168776,111009,-3411,-3121,-3997,41296,8223,3384,3427,2479,36457,17547,8678,8678,29.289,98.328,29.134,32.24,6374337,1.882,-1.287,27.39,50,-162104.719,-0.767,-5.93,14.608,254.687,2.21,-0.4214,0.5215,6.1629,5348495,-0.1394,0.4032,4.6954,4074907,-0.308
1279,'002008',大族激光,267.058,7.192,0.14,4.999,0.0279,-0.344,0.741,2.68,49.944,31.5,28.79,40.762,4.895,1110751,149377,530075,554757,79086,-36682,-29168,-12699,152170,60986,13957,17279,15141,307320,106707,99168,99168,36.873,132.2,75.525,35.358,112838000,1.772,1.206,37.102,58.333,765823.875,1.747,0.74,26.726,4515.108,1.32,0.4331,0.5198,1.6192,16057431,0.4342,0.4947,1.3507,13394080,0.438
1165,'000830',鲁西化工,52.091,1.239,0.141,5.93,0.0281,0.476,1.491,1.489,34.411,1427.65,57.35,17.662,5.93,2524432,1519726,1635723,868683,218405,69678,-105360,-11209,370772,63282,31029,31712,24021,218152,146486,146398,146398,7.098,197.99,70.778,6.893,120657544,4.513,0.183,7.104,58.333,2391537.5,1.657,0.33,41.534,4817.704,0.235,0.2645,0.3413,1.844,26996156,0.1651,0.2783,1.4215,20810660,0.31
1573,'002357',富临运业,70.539,2.925,0.141,3.245,0.0424,0.189,0.575,1.356,36.25,47.1,-7.86,27.514,3.224,293635,84234,175092,106443,18026,5925,-111,4644,29772,7882,5544,5713,4415,47207,31349,31325,31325,10.243,70.025,25.217,10.475,12024775,-0.808,-0.14,10.024,33.333,-31854.848,-1.023,-0.6,10.68,481.246,0.379,-0.2681,0.2915,0.8675,2717554,-0.1234,0.1942,0.6525,2043906,-0.197
2199,'300258',精锻科技,113.2,4.269,0.141,3.634,0.0384,0.117,0.866,1.576,72.024,33.94,27.27,42.552,3.633,209942,113041,58732,151210,35062,4758,-6501,-1803,26557,10903,6916,7105,5702,67885,40500,37465,37465,16.375,101.106,32.312,16.477,10006895,-0.955,0.055,16.09,41.667,56877.219,0.158,-1.17,10.47,400.426,2.294,-0.0195,0.2323,0.8183,3065642,-0.0092,0.2163,0.5297,1984445,-0.066
2255,'300327',中颖电子,207.469,7.674,0.141,3.804,0.0374,0.217,1.839,0.856,84.492,82.17,43.42,43.433,3.8,85621,2886,11730,72343,34966,4134,-501,3588,15729,6798,2872,2872,2660,16278,19104,18819,18819,29.39,89.713,27.877,30.922,12241011,4.254,-1.262,27.994,50,-78668.648,-1.997,-2.94,37.353,488.529,5.221,-0.2548,0.3963,1.8572,3495147,-0.1634,0.3645,1.34,2521860,-0.238
521,'600719',大连热电,49.42,3.616,0.142,1.93,0.0759,-0.0261,0.252,0.267,48.294,-30.81,20.56,25.127,1.917,162616,76562,84081,78535,10217,-1055,-2480,-1742,43247,10587,7643,7631,5740,11260,40460,40460,40460,7.331,54.138,22.423,7.663,52922808,-0.979,-0.258,7.054,33.333,-107002.531,-1.963,-0.79,13.103,2117.281,0.88,-0.1689,0.4248,1.9748,7990100,-0.1852,0.2922,0.9982,4038720,-0.256
1339,'002083',孚日股份,51.252,2.014,0.144,3.452,0.04,0.175,1.389,0.845,44.51,36.87,6.06,27.049,3.447,745067,257317,413160,331630,126125,15853,-6769,18988,117313,28684,18774,18639,13028,94911,90800,85609,85609,7.452,86.017,36.3,7.521,71987064,0.497,-0.004,7.34,41.667,22279.785,0.023,-0.3,13.319,2878.829,0.9,0.0465,0.1876,0.8943,7655774,0.1075,0.191,0.7433,6363242,0.09
308,'600420',现代制药,53.216,1.448,0.144,5.15,0.0276,-0.002,2.217,1.796,38.603,55.08,9.14,39.406,5.139,1518945,660903,800211,586353,301698,-218,-12441,-25230,236705,89363,30294,31118,15955,213884,111046,57547,57547,15.446,85.851,41.931,15.632,42137188,1.391,-0.192,15.136,41.667,57520.5,-1.026,-0.74,23.613,1685.332,0.979,-0.0733,0.2294,0.8116,4670642,-0.1163,0.2188,0.6143,3535090,-0.059
944,'000417',合肥百货,57.831,1.762,0.144,4.568,0.0309,0.147,0.396,2.255,38.197,16.58,4.5,18.226,4.407,963387,172418,532359,367981,30882,11441,-12858,708,309134,52546,15869,16834,11211,187567,77988,77899,77899,8.33,134.706,36.695,8.283,91282664,1.308,0.041,8.25,58.333,219599.531,-0.074,-0.1,25.978,3650.893,1.089,-0.0626,0.1553,0.6067,4726147,-0.0345,0.1461,0.4389,3418782,-0.038
2342,'300436',广生堂,267.789,9.5,0.144,4.053,0.0363,0.124,1.673,1.536,80.167,-27.66,1.37,88.935,4.048,71733,11282,14227,57507,23737,1757,-13791,-12034,8269,7200,2409,2351,2040,21789,14188,5600,5600,38.848,89.273,51.293,38.781,291425,-0.171,-0.494,39.014,41.667,2523.647,-1.613,0.5,40.308,11.857,3.653,-0.2387,0.2792,1.2286,688027,-0.0721,0.2467,0.9252,518117,-0.193
1093,'000708',大冶特钢,83.534,1.437,0.145,8.23,0.0174,-0.925,1.081,5.646,65.828,14.89,62.62,9.818,8.23,575520,268887,196664,378856,48565,-41558,-5744,-47590,234018,21154,8827,7680,6528,262739,44941,44941,44941,12.152,132.849,65.319,11.743,30849424,-0.258,0.271,12.266,58.333,279938.188,0.508,0.44,28.686,1234.93,2.521,-0.0914,0.223,0.7576,3404867,0.0356,0.2093,0.5398,2425939,-0.054
2422,'300549',优德精密,91.19,3.866,0.145,3.32,0.0432,-0.0619,1.305,0.86,73.546,134.45,47.55,34.072,3.315,62008,9178,16404,45604,24064,-825,-277,-1024,11319,3746,2184,2263,1931,12808,13334,3334,3334,28.131,95.543,23.373,28.915,107383,-4.64,-0.408,27.438,50,-3507.151,-1.197,-1.44,24.302,4.676,2.866,-0.2537,0.412,6.1828,2061359,-0.0768,0.2592,4.5493,1516735,-0.168
644,'600872',中炬高新,125.305,4.953,0.145,3.518,0.0407,0.215,0.354,1.911,58.262,74.47,30.9,39.629,3.506,500234,119507,178198,291445,28205,17099,-27550,-12774,97420,37383,15840,15723,11518,163411,79664,79664,79664,17.919,129.894,47.787,17.777,128339056,1.914,0.193,17.942,50,336906.344,0.595,-0.77,21.486,5132.969,2.215,0.1794,0.231,0.8596,6848068,0.0127,0.1778,0.5538,4411573,0.146
2481,'300622',博士眼镜,181.435,5.285,0.145,4.782,0.0373,0.238,2.913,0.669,85.522,46.09,14.84,73.268,4.589,49979,4237,7236,42743,24991,2039,-6282,13409,11268,8109,1254,1274,934,7459,8580,2145,2145,28.361,83.954,9.85,29.68,-8664,-2.526,-1.147,26.618,41.667,-23841.432,-2.116,-4.84,9.965,-0.266,4.851,0.2931,1.314,6.9884,1499020,-0.2783,0.3152,3.875,831195,-0.409
2479,'300620',光库科技,217.941,6.523,0.145,4.858,0.0474,0.0504,2.935,0.825,90.185,-0.34,25.02,44.482,4.858,47401,1318,4434,42749,25831,444,-59,22666,4329,1892,922,1088,959,7261,8800,2200,2200,33.545,66.146,22.487,34.994,-9364,-2.21,-0.906,32.052,50,-8403.599,-1.541,-4.47,12.072,-0.43,7.136,-0.0034,0.9972,5.9414,1307111,-0.2185,0.3097,3.3634,739948,-0.441
463,'600641',万业企业,72.162,1.889,0.146,5.292,0.0265,-0.144,0.237,2.926,59.538,72.13,-10.87,47.354,5.292,753104,265,304719,448385,19126,-11616,-128318,-139934,39456,16124,15743,15768,11736,257684,80616,80616,80616,10.62,75.462,21.86,10.947,74559848,1.662,-0.192,10.342,50,-151281.094,-0.94,-0.22,27.627,2982.05,2.107,-0.1939,0.2616,0.5036,4059559,-0.1115,0.2188,0.3168,2553915,-0.175
930,'000338',潍柴动力,22.963,0.838,0.147,3.986,0.0365,-0.0722,0.0038,3.012,18.809,158.38,84.13,20.631,3.944,17477112,2572843,12876095,3287258,3014,-57728,-98682,-133138,3498830,703085,186167,192403,117993,2908583,799724,626196,431892,6.778,147.64,80.039,6.452,128343568,1.287,0.264,6.888,41.667,4871207.5,2.283,0.435,25.236,5149.31,0.715,0.2161,0.3648,1.5395,66491688,0.2301,0.369,1.2038,51991944,0.255
683,'600966',博汇纸业,42.403,1.937,0.147,3.207,0.0467,0.248,0.986,1.074,34.574,1768.01,31.98,24.502,3.207,1248646,529428,780882,431713,131799,33142,-32542,-6314,204106,49229,27409,27376,19716,146529,133684,133684,133684,5.992,210.582,76.845,5.534,109132000,4.04,0.325,6.076,58.333,3658812.75,3.003,0.58,35.112,4357.487,0.647,0.283,0.4473,2.1758,29086640,0.2093,0.4216,1.6071,21484864,0.227
1257,'000983',西山煤电,69.216,1.888,0.147,5.397,0.0278,0.121,0.296,3.252,30.529,856.01,63.01,36.309,5.387,5581733,2239748,3575562,1704069,93212,38243,-38388,-853,691255,222308,78568,77658,46494,1028352,315120,315120,315120,9.747,168.079,81.769,8.954,214894240,3.535,0.528,10.156,58.333,3289392.5,2.681,1.3,44.193,8610.035,0.576,0.1197,0.4208,1.0273,32371004,0.1395,0.4283,0.809,25492416,0.06
698,'600987',航民股份,86.376,2.492,0.147,4.835,0.0293,0.238,0.163,3.284,74.411,1.9,6.35,27.081,4.833,435022,155859,75098,323706,10385,15144,-225,14856,71869,18705,13136,13684,9361,225152,63531,63531,63531,12.751,90.201,66.377,12.69,47425216,0.84,0.081,12.766,50,143234.906,0.148,-0.04,18.667,1897.489,4.025,0.0248,0.1664,0.63,4002218,-0.031,0.146,0.3764,2391557,-0.035
1945,'002809',红墙股份,210.967,4.117,0.147,7.33,0.0197,-0.379,3.288,2.787,87.894,35.11,61.45,25.695,7.33,102801,7685,12445,90356,43456,-4550,-3515,-8064,12316,3080,1609,2089,1763,35848,12000,3000,3000,44.427,121.342,75.041,44.553,1188344,5.084,0.501,44.704,50,-233922.328,1.489,3.8,26.183,46.346,5.913,-0.0262,0.6287,16.0179,4805359,0.2325,0.6358,12.0696,3620882.5,-0.129
856,'603009',北特科技,251.338,3.766,0.147,9.82,0.0151,0.196,6.774,1.898,69.702,26.48,27.84,22.532,9.82,184932,46941,54748,128902,88914,2578,-219,6732,24667,5388,2381,2324,1931,24920,13126,12649,12649,39.602,91.975,25.335,41.213,3065412,-3.725,-0.923,38.086,33.333,27814.621,-1.4,-6.16,7.769,122.861,2.185,-0.3586,0.3998,2.2962,2904513,-0.0949,0.29,1.8594,2351939,-0.247
1200,'000898',鞍钢股份,40.987,0.955,0.148,6.286,0.0235,0.0604,4.357,0.424,48.997,273.82,71.82,12.565,6.286,9380500,4829300,4742900,4596200,3151900,43700,-80200,22800,1937100,225000,108800,110000,106900,355300,723481,723479,614899,6.032,161.688,70.252,5.749,145614864,0.136,0.211,6.124,58.333,2215073.5,1.438,0.35,24.228,5828.977,0.761,0.0903,0.281,0.3457,21256912,0.1877,0.306,0.2606,16026931,0.114
272,'600366',宁波韵升,122.914,2.224,0.148,7.995,0.0177,-0.125,1.199,5.208,78.488,-87.27,9.83,29.991,7.937,582078,85170,116222,456862,66809,-6972,-19701,-14896,37862,10924,6356,9905,8039,301263,55707,53526,53526,18.377,147.619,38.901,18.148,57311248,0.455,0.229,18.2,58.333,294054.281,0.419,0.21,23.41,2293.073,3.546,-0.1029,0.2663,1.051,5625791,0.0901,0.246,0.7138,3820892,-0.034
1327,'002065',东华软件,33.84,1.768,0.149,2.77,0.0518,-0.182,0.746,0.872,69.051,168.77,21.61,32.278,2.768,1293568,36327,388054,893226,234153,-57048,32548,-19898,128052,41180,51009,51717,46676,454233,313979,273661,273661,10.206,77.386,32.347,10.492,72282152,1.449,-0.153,9.951,41.667,-396700.594,-0.627,-0.71,19.626,2889.634,2.524,-0.0306,0.1738,0.6814,18645988,-0.0671,0.1392,0.5325,14571636,-0.048
1020,'000589',黔轮胎Ａ,37.62,1.17,0.149,4.779,0.0317,0.0435,2.367,1.067,35.47,1862.78,10.56,13.7,4.576,1044888,379917,674733,370618,183544,3376,8734,-33595,109387,13986,-3970,13746,11524,82747,77546,77541,77541,5.543,120.968,50.322,5.557,100435432,2.701,0.003,5.456,58.333,371467.188,-0.091,-0.02,35.527,4014.434,0.581,-0.1048,0.1984,0.8011,6211416,0,0.1206,0.541,4194906,-0.084
