series,代码,名称,市盈率,市净率,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,固定资产,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,BBI,ARBR,KDJ,BOLL,OBV,BIAS,MACD,MA,PSY,WVAD,CD,MI,DMI-QLL,ABV,Z-SCORE,122日涨幅,122日振幅,122日换手,122日总量,92日涨幅,92日振幅,92日换手,92日总量,GB
1955,'002823',凯中精密,68.988,2.384,0.123,3.45,0.0349,0.112,1.164,1.156,66.049,42.84,36.68,28.922,3.409,157703,30699,53541,104162,48205,3259,-6974,-11154,32571,9085,4270,4633,3571,37575,29033,7143,7143,18.747,89.048,11.807,20.472,-260618.484,-3.28,-1.136,17.8,41.667,-117758.445,-2.633,-3.28,7.573,-10.425,2.05,-0.3898,0.5313,9.2267,6590354.5,-0.2836,0.3681,5.7419,4101256.25,-0.344
284,'600380',健康元  ,72.623,2.45,0.123,3.637,0.035,0.254,0.597,1.783,32.732,20.38,17.13,64.451,3.567,1762344,428358,773412,576849,94709,40306,51144,118626,275874,173535,40684,44921,19159,282705,157378,156223,156223,8.899,131.313,68.946,8.936,81190736,2.12,-0.001,8.776,33.333,306448.906,-0.078,-0.2,19.679,3246.975,1.187,-0.0703,0.1789,0.3524,5505547,-0.0228,0.1304,0.2606,4071370,-0.065
1933,'002793',东音股份,75.728,2.619,0.123,3.315,0.0347,-0.199,1.052,1.079,78.338,58.77,35.19,28.869,3.314,92291,20434,19992,72299,31034,-3987,4706,4794,19005,5307,2810,2844,2466,27570,20000,6508,6508,20.195,47.735,14.33,21.872,2602905,-1.13,-1.28,19.052,25,-83962.766,-2.853,-3.5,7.408,104.218,3.37,-0.4113,0.5104,3.6989,2407417,-0.2474,0.4338,2.3822,1550409,-0.349
2263,'300336',新文化,110.321,2.531,0.123,5.261,0.0232,-0.0834,2.773,1.288,57.737,19.82,-1.25,28.536,5.21,499120,10685,209535,288179,149045,-4480,-52684,-13139,30179,8156,6614,7422,6612,74617,53755,45331,45331,14.263,65.662,18.648,15.044,12684646,-1.523,-0.405,13.784,33.333,-178508.359,-1.063,-1.89,11.826,507.811,1.653,-0.2096,0.2488,0.9491,4302253,-0.0366,0.2308,0.6989,3168220,-0.175
639,'600867',通化东宝,112.27,5.781,0.123,2.261,0.052,0.136,0.704,0.338,87.037,30.16,25.25,75.798,2.26,475915,119600,61120,414224,120191,23279,-2935,15748,56536,42539,24500,24536,21029,114527,170632,163596,163596,17.383,100.992,21.947,17.781,192699424,-0.856,-0.136,17.072,25,22999.887,-0.443,-1.65,3.285,7709.327,4.979,-0.0378,0.1404,0.3256,5326359,-0.0419,0.1398,0.2593,4241586,0.006
668,'600900',长江电力,121.585,2.51,0.123,5.251,0.0209,0.261,2.01,1.185,43.666,23.48,0.26,46.237,5.251,30048179,25871570,16887725,13120826,4422646,573560,-348438,29323,785492,344666,269398,321902,270800,4175025,2200000,1150594,1150594,14.784,101.087,86.111,14.446,153432400,1.496,0.251,14.956,58.333,1170779.25,0.631,0.645,31.481,6138.334,0.43,0.2095,0.2159,0.1688,19424034,0.1674,0.1767,0.1317,15157856,0.195
1007,'000567',海德股份,222.514,17.515,0.123,1.556,0.0815,2.441,0.773,-0.19,18.723,760.5,10678.57,100,1.556,125677,612,102147,23531,11688,36905,42,31791,3988,3962,2137,2137,1852,-2865,15120,15036,15036,27.132,113.524,52.735,26.304,32222658,0.273,0.664,27.482,50,-35409.469,0.903,1.38,36.911,1289.319,0.182,-0.1781,0.3811,1.7152,2578982,0.078,0.3548,1.2995,1953894,-0.11
2133,'300176',鸿特精密,452.574,9.277,0.124,5.869,0.0207,1.181,2.976,1.642,36.411,5.5,4.03,21.878,5.447,178801,91367,113698,65103,31931,12666,-1523,5303,37826,8095,1544,1573,1334,19758,10728,10698,10698,64.029,111.973,20.819,66.637,4415951.5,-10.044,-0.923,61.306,33.333,34673.332,-0.999,-16.31,6.319,176.842,0.645,0.1153,0.5144,0.6241,667627,0.0493,0.3905,0.4175,446596,0.026
353,'600499',科达洁能,69.78,2.917,0.125,2.91,0.0436,-0.1,0.197,1.515,48.266,30.08,28.64,22.951,2.91,874313,183479,440118,421994,27835,-14169,-14275,-13892,146907,32452,17996,20460,17626,225053,141146,141146,141146,8.266,176,80.174,7.955,92532680,5.727,0.202,8.358,66.667,945775.75,1.076,0.9,45.024,3709.229,1.331,0.0945,0.2077,0.6608,9327479,0.1268,0.2138,0.4851,6847239,0.122
2319,'300403',地尔汉宇,52.431,1.6,0.126,4.04,0.0311,0.0791,1.333,1.481,87.103,-16.84,2.78,43.476,3.984,159238,19858,20387,138701,64747,2649,-2924,6857,17407,7337,4940,4976,4233,52954,33500,14706,14706,17.357,58.399,12.222,18.073,2450329,-1.735,-0.532,16.902,25,-66078.891,-1.842,-2.01,3.632,98.16,5.417,-0.3311,0.3395,1.114,1638205.5,-0.2088,0.268,0.6937,1020200.5,-0.277
1273,'002002',鸿达兴业,63.804,4.727,0.126,1.605,0.0765,0.0141,0.0159,0.519,31.904,180.6,16.76,36.647,1.581,1293518,749407,876406,412684,3845,3411,-5647,-7675,149621,54070,37881,38126,30420,149766,242054,207569,207569,7.937,136.522,65.198,7.838,49927252,2.436,0.093,7.912,66.667,573412.125,0.383,0.4,37.532,1991.691,0.416,-0.0612,0.239,0.6269,13012016,-0.0025,0.189,0.4161,8636376,-0.041
1361,'002108',沧州明珠,72.594,3.431,0.126,2.52,0.0493,-0.0454,0.469,0.928,72.287,32.44,42.53,32.117,2.518,394417,85080,103446,285113,96024,-4947,-9295,-6274,69900,21819,17322,17631,13727,111496,109071,104455,104455,14.286,150.943,67.951,13.976,99541232,7.452,0.242,14.214,66.667,2188339,1.064,1.22,38.04,3964.89,2.842,0.1447,0.4409,3.8475,40188720,0.0484,0.2705,2.5199,26321458,0.095
1030,'000600',建投能源,83.151,1.639,0.126,5.993,0.0197,-0.146,2.458,2.197,39.168,-65.56,10.2,19.347,5.992,2924371,1605097,1567089,1145430,440347,-26182,-42910,-4495,277910,51357,36821,37463,22525,465360,179163,109004,109004,11.237,96.302,17.657,12.41,51440436,-1.857,-0.653,10.63,33.333,-775137.563,-1.852,-1.71,12.159,2060.857,0.647,0.159,0.8465,5.2303,57012980,-0.1133,0.3918,4.1097,44797460,0.225
34,'600053',九鼎投资,255.059,7.052,0.126,4.133,0.0299,-0.308,0.435,1.949,44.667,82.92,-40.45,94.619,4.127,443372,4568,239709,198040,18869,-13337,-2931,-18658,14744,13685,6228,6320,5477,103336,43354,43354,43354,32.997,77.795,26.254,33.823,23161942,-0.348,-0.494,32.588,50,-12268.626,-1.086,-1.935,17.564,926.594,1.042,-0.2363,0.282,0.2391,1036606,-0.1736,0.2388,0.1543,668754,-0.164
133,'600185',格力地产,49.712,1.775,0.127,3.621,0.0359,-0.0766,0.493,1.879,28.395,69.21,13.42,42.788,3.618,2641614,19699,1889728,750087,101462,-15773,-57875,-32790,113708,39802,34964,35049,26227,391131,206006,161758,161758,6.499,81.6,49.169,6.713,118430424,1.637,-0.079,6.394,66.667,-736657.125,-0.133,-0.08,34.493,4732.734,1.218,0.1088,0.4201,1.7041,27564844,-0.0015,0.2236,1.1783,19060244,0.145
978,'000531',穗恒运Ａ,70.331,1.528,0.127,5.58,0.0219,0.238,1.31,2.766,44.23,-19.14,65.55,24.241,5.468,903063,319206,469005,399426,89719,16289,-7403,-11247,73611,16497,11770,11811,8679,206617,68508,68508,68508,9.114,76.859,26.085,9.464,60424524,0.298,-0.178,8.864,41.667,-82547.969,-0.904,-0.62,29.6,2416.181,0.831,-0.2093,0.3448,0.5754,3942199,-0.1559,0.2113,0.3012,2063181,-0.197
426,'600594',益佰制药,105.364,2.622,0.127,5.043,0.0253,0.376,0.97,2.738,59.358,22.27,26.37,73.068,4.951,680813,107122,236772,404116,76839,29810,-6237,24473,93095,66343,12105,12978,10080,221603,79193,79193,79193,14.121,47.451,14.499,14.874,38271764,-1.901,-0.461,13.578,25,-328063.063,-1.613,-1.73,7.471,1531.489,1.793,-0.2566,0.3095,0.9584,7589507,-0.2599,0.2686,0.6573,5205419,-0.241
1074,'000676',智度股份,107.153,2.784,0.127,4.893,0.0263,-0.119,3.626,0.177,68.785,1923.75,1972.89,14.359,4.655,686907,904,214217,472491,350195,-11524,-21867,-31486,119161,16967,13135,13568,12272,17106,96571,31649,31649,14.225,50.521,36.914,14.922,34917480,-0.723,-0.426,13.75,16.667,-253224.016,-1.457,-1.52,15.4,1396.893,1.972,-0.2259,0.2738,0.8866,2805902,-0.1293,0.2421,0.644,2038158,-0.134
28,'600037',歌华有线,108.993,1.511,0.127,9.019,0.0139,0.139,4.705,2.353,84.489,-3.9,-6.76,31.686,9.008,1515283,378998,235031,1280252,654838,19401,113898,133289,55385,17387,16715,17739,17739,352584,139178,116835,116835,14.055,78.261,40.974,14.331,65690284,0.694,-0.148,13.894,41.667,-133562.375,-0.626,-0.44,25.185,2626.507,4.249,-0.0776,0.1895,0.5365,6268372,-0.0758,0.1252,0.3014,3521599,-0.072
809,'601788',光大证券,119.738,1.466,0.127,10.205,0.0125,-1.829,5.1,2.204,26.953,-1.59,-6.14,31.688,10.187,17799053,87014,12855407,4797330,2351463,-843100,-179477,-41398,173102,45711,54852,75507,58721,1108666,461079,461079,390670,14.998,144.445,68.669,14.883,53338360,2.282,0.077,15.046,50,135482.031,-0.024,0.76,47.596,2136.257,0.324,-0.0052,0.0963,0.2562,10008819,0.0534,0.102,0.1877,7334578,0.009
2345,'300439',美康生物,143.19,4.359,0.127,4.205,0.0324,-0.229,1.608,1.685,57.294,13.54,84.61,54.849,4.143,259082,24495,102785,148440,55975,-7967,-10198,11894,31736,17255,6030,6078,4414,60712,34802,11039,11039,19.855,78.094,18.336,20.899,2593446,-3.213,-0.658,19.142,25,-53045.484,-1.848,-2.75,9.74,103.642,1.627,-0.3369,0.3563,1.0805,1192823,-0.2388,0.2858,0.7785,859426,-0.291
2389,'300502',新易盛,51.364,1.516,0.128,4.288,0.0296,-0.185,1.294,1.791,82.266,39.1,30.9,25.552,4.287,124647,24522,22105,102542,45655,-4315,11674,7370,19154,4817,3423,3528,2988,44417,23280,12418,12418,21.787,60.921,9.181,23.71,2918981,-3.224,-1.422,20.45,8.333,-106957.117,-3.029,-4.8,5.944,116.892,4.198,-0.398,0.4357,2.1594,2681502,-0.2368,0.4846,1.6701,2073867,-0.327
525,'600723',首商股份,68.308,1.627,0.129,5.415,0.024,-0.0873,1.253,2.668,55.068,20.71,-1.87,22.327,5.156,647433,78351,254500,356525,82504,-5748,-23709,-28646,269759,57981,15396,15435,8467,175645,65841,65807,65807,8.893,103.627,45.638,8.904,67269296,0.623,0.012,8.794,58.333,67205.711,-0.199,-0.19,17.28,2690.652,2.153,-0.1189,0.2428,0.4449,2928070,-0.0583,0.232,0.277,1822529,-0.098
244,'600328',兰太实业,96.738,2.641,0.129,4.666,0.0277,0.219,2.325,1.092,31.534,625.71,46.51,42.724,4.666,656341,378864,429204,206972,101845,9575,758,15230,73807,29578,11671,12081,5634,50414,43803,43803,43803,12.539,165.882,64.62,11.778,50798824,-2.459,0.46,13.003,83.333,418852.875,0.9,1.109,23.351,2038.065,0.251,0.0071,0.3336,2.0059,8786506,-0.075,0.2748,1.3274,5814236,0.042
1501,'002275',桂林三金,129.441,3.934,0.129,3.838,0.0309,0.0156,1.169,1.117,83.237,5.83,11.01,72.415,3.832,300530,78595,50378,250152,69025,921,-5306,-2458,33607,23826,9149,9376,7603,89557,59020,53200,53200,17.076,69.288,26.338,17.44,5358131,-0.237,-0.193,16.786,58.333,-18899.348,-0.703,-0.97,9.646,214.325,4.019,-0.1101,0.2079,0.3376,1795980,-0.1698,0.194,0.24,1276918,-0.094
527,'600726',华电能源,34.844,2.434,0.13,1.861,0.0741,0.181,0.859,-0.0932,14.573,-39.59,4.86,19.858,1.855,2511679,1717019,2068874,366029,168861,35642,-41983,-294,278828,50540,32071,35235,26117,-18338,196668,196668,153468,4.451,144.156,63.482,4.455,99822808,3.511,-0.007,4.412,50,219095.063,-0.26,0.07,38.372,3990.8,-0.271,-0.0878,0.2096,0.3762,5773688,-0.0711,0.1463,0.2144,3290350,-0.102
1429,'002191',劲嘉股份,70.528,2.523,0.13,3.384,0.0377,0.0855,0.222,1.884,75.98,-26.12,19.23,43.725,3.365,624617,162599,128816,474585,29048,11165,-26157,-20251,75281,31828,22119,22546,17565,278682,130605,130257,130257,9.321,86.53,25.475,9.316,54337820,-0.946,0.013,9.31,33.333,-28228.047,-0.307,-0.14,20.509,2174.361,3.175,-0.0787,0.1663,0.4215,5490736,-0.0314,0.1288,0.3116,4058725,-0.066
342,'600483',福能股份,73.578,3.564,0.13,6.359,0.0198,0.294,2.065,1.586,56.265,35.94,3.22,21.587,6.359,1808954,985946,730587,1017815,320490,45646,-3877,43383,111931,23224,20545,22314,19952,277109,155183,125835,28848,9.776,59.169,28.43,10.089,35705944,0.277,-0.197,9.542,50,-98823.359,-1.065,-0.62,23.495,1427.928,1.325,-0.1513,0.212,0.8858,2555340,-0.1048,0.1531,0.6151,1774320,-0.132
669,'600908',无锡银行,88.674,2.387,0.13,4.68,0.0269,2.277,0.527,0.116,6.88,10.46,13.53,44.44,4.68,12973243,93636,12070788,892612,97489,420889,-64135,241950,67393,59327,29950,30103,23806,49123,184811,18481,18481,12.044,107.643,20.262,12.578,2372472,-1.746,-0.537,11.566,25,-245854.609,-2.49,-1.45,2.751,96.182,0.059,-0.1183,0.9431,12.4083,22931888,-0.2611,0.7903,9.3324,17247276,-0.17
2286,'300363',博腾股份,97.214,4.085,0.13,3.094,0.043,0.358,0.615,1.409,43.595,23.7,25.19,39.531,3.094,301578,138436,161657,131474,26132,15208,-6241,4712,35727,13803,6513,6626,5640,59876,42496,29326,29326,14.256,60.177,24.743,14.901,4367225,-9.51,-0.502,14.018,41.667,-118716.992,-2.2,-2.37,6.657,176.377,0.947,-0.3688,0.3594,0.8028,2354378,-0.2995,0.3088,0.605,1774197,-0.305
2284,'300360',炬华科技,98.205,3.429,0.13,3.573,0.0352,-0.102,0.129,2.165,76.603,-9.14,8.72,36.143,3.571,176284,6475,40917,135038,4665,-3693,-5657,-9438,23716,8396,4171,5561,4676,83943,36267,26721,26721,13.804,52.273,8.819,14.663,3309798,-3.689,-0.556,13.1,16.667,-60470.309,-2.092,-2.41,5.763,132.54,3.492,-0.3142,0.3232,0.3775,1008610,-0.2406,0.25,0.2572,687296,-0.286
762,'601231',环旭电子,107.888,3.87,0.13,3.507,0.0372,0.331,0.737,1.618,55.036,239.72,31.99,11.435,3.374,1433036,170966,644189,788690,160270,72109,-1268,-378,646986,73177,34293,35000,28667,377809,217592,217592,217592,14.241,87.729,50.522,14.793,23979196,2.375,-0.159,13.716,50,132380.75,0.462,-0.79,22.897,960.016,2.089,0.3259,0.5499,0.5178,11267894,0.2454,0.5165,0.412,8965462,0.151
1885,'002736',国信证券,108.346,2.326,0.13,5.856,0.0212,-0.292,0.826,1.761,26.828,23.52,-9.65,51.064,5.856,18509264,135247,13538190,4965692,677129,-239876,-11357,-391750,260250,53324,132893,135403,104097,1607937,820000,219506,219506,13.92,126.796,68.075,13.489,22541394,1.937,0.254,13.966,41.667,612536.75,0.432,0.86,40.145,904.253,0.364,-0.0333,0.1871,0.3912,8587255,0.0216,0.1769,0.3175,6969000,-0.021
1629,'002422',科伦药业,121.308,1.928,0.13,8.039,0.0167,0.144,2.421,4.006,46.026,-7.47,21.45,43.817,8.031,2558553,945634,1367128,1177596,348621,20704,-45335,108523,243420,103248,23840,25149,19265,596900,144000,102881,102881,16.068,114.534,29.505,16.292,10497536,-0.199,-0.024,15.87,41.667,2616.42,-0.049,-0.77,15.448,420.517,0.874,-0.0246,0.1446,0.3945,4058248,-0.0234,0.1448,0.2756,2835867,0.001
2304,'300387',富邦股份,130.686,2.911,0.13,5.699,0.022,0.203,2.069,2.561,52.979,-6.33,-4.87,37.569,5.699,137662,10976,62465,72933,25863,2535,-1885,12964,12544,4679,1743,1748,1594,33715,12497,12303,12303,18.204,70.383,12.648,19.156,1169436,-3.545,-0.634,17.546,25,-16746.135,-2.032,-2.52,9.444,46.955,1.285,-0.4123,0.427,0.7204,886280,-0.2025,0.2728,0.4878,600135,-0.362
2379,'300488',恒锋工具,144.857,2.434,0.13,7.654,0.0189,0.119,2.89,3.46,89.088,5.53,43.32,51.926,7.653,90801,26239,9868,80893,33823,1236,-4653,-4840,4885,2439,1472,1585,1343,37457,10358,2501,2501,31.934,68.724,21.888,33.124,699567.438,-2.067,-0.779,30.842,25,-16431.322,-1.587,-2.91,9.221,28.017,6,-0.3602,0.3907,2.0473,511984.38,-0.1965,0.2288,1.3464,336714,-0.307
789,'601595',上海电影,170.944,4.198,0.13,5.044,0.0244,0.203,2.196,1.615,71.309,-26.88,-7.9,26.817,4.394,277268,24705,74916,197718,82027,7583,-4561,3116,25220,6548,5217,5509,4762,69655,37350,9350,9350,23.582,62.798,12.002,24.81,374207,-2.761,-0.877,22.786,25,-74476.328,-2.127,-2.42,10.215,15.194,2.55,-0.3989,0.4517,2.1394,2000301,-0.2537,0.2703,1.3487,1261056,-0.362
352,'600498',烽火通信,182.991,3.356,0.13,6.748,0.0189,-2.056,2.936,2.436,29.664,16.3,26.22,28.925,6.724,2499873,232694,1683588,741567,307190,-215155,-14336,-63659,352169,100559,14076,15666,13859,290427,104627,100938,100938,24.166,95.652,36.824,24.622,56433824,0.167,-0.014,23.836,50,32481.793,0.182,-1.28,19.369,2256.616,0.797,-0.0822,0.1939,0.48,4844705,-0.0396,0.1877,0.3128,3157620,-0.036
341,'600482',中国动力,186.727,1.644,0.13,14.546,0.0089,-0.256,11.146,2.276,64.813,5.87,8.73,16.54,14.534,3962276,506214,1276510,2568074,1938556,-44464,-9039,-41898,481183,71762,26015,26373,22703,434139,173919,90890,90890,24.863,67.94,45.09,25.376,71715824,-1.15,-0.437,24.626,58.333,-28894.559,-1.406,-0.58,14.123,2868.068,2.126,-0.2332,0.4991,1.2251,11134668,-0.2654,0.3035,0.6339,5761276,-0.246
2355,'300452',山河药辅,194.351,5.657,0.13,4.316,0.0285,0.0107,1.217,1.848,79.104,-7.31,7.29,31.551,4.316,52391,11880,10948,41444,11290,99,623,613,7511,2259,1299,1363,1166,18538,9280,4217,4217,26.49,83.525,21.938,27.298,924306,-2.685,-0.719,25.444,25,-10741.644,-1.779,-3.11,17.391,37.022,3.57,-0.3425,0.4124,1.3555,571562,-0.2181,0.2521,0.8372,353020,-0.286
1581,'002365',永安药业,225.994,0,0.13,6.025,0.0205,-0.14,3.7,1.621,85.32,187.41,46.85,28.449,6.025,141028,53543,20292,120326,72688,-2750,-4708,5305,17869,4914,2568,3136,2604,33808,19646,15421,15421,29.788,129.811,44.094,30.12,9164959,1.42,0.209,28.89,58.333,47437.703,1.032,-1.76,23.727,366.31,4.575,0.2123,0.4515,1.9393,2990473,0.3799,0.514,1.5581,2402715,0.267
1727,'002534',杭锅股份,66.844,2.44,0.131,3.532,0.0369,-0.193,1.099,1.288,36.557,487.4,133.42,21.947,3.532,739696,109305,442761,270413,93591,-14298,-16385,-35422,104459,21913,11327,12230,9717,104516,73943,72195,72195,10.454,127.705,81.656,9.844,12704430,0.59,0.369,10.766,66.667,412529.063,1.023,1.06,23.614,508.872,0.945,0.0252,0.248,0.6185,4465132.5,0.1201,0.2709,0.3917,2827650,0.062
46,'600068',葛洲坝  ,89.511,1.378,0.131,8.304,0.0264,-1.289,1.664,1.638,24.542,15.59,37.86,11.257,8.25,15967395,1377616,10933370,3918760,766336,-593794,-87051,-386100,2318469,235785,80477,120034,74641,848998,460478,460478,460478,11.389,144.915,71.504,11.101,274089504,3.259,0.209,11.472,58.333,3548989.25,0.821,0.92,41.404,10977.637,0.767,0.0257,0.3572,1.4029,64598788,-0.1013,0.313,1.058,48717284,0.014
290,'600389',江山股份,129.316,3.558,0.131,4.72,0.028,-0.495,0.389,2.496,43.424,441.98,-26.95,14.401,4.689,326421,142807,184675,141746,11558,-14707,-866,-10426,90094,12527,4280,4805,3899,75697,29700,29700,29700,16.86,118.771,50.185,16.448,23022340,1.541,0.217,16.826,41.667,66681.781,-0.035,0.73,30.598,921.032,0.93,-0.1118,0.2618,0.4343,1289816,-0.0056,0.2624,0.3174,942596,-0.077
1988,'300003',乐普医疗,158.865,6.435,0.131,3.134,0.0411,0.0891,0.643,1.286,58.085,31.16,29.16,63.525,3.096,991267,109431,365267,575778,114513,15866,-50945,-63158,103162,64280,29814,30355,23197,246633,178165,141238,141238,21.225,120.577,46.535,21.368,23585056,-0.364,0.103,20.926,33.333,147860.125,0.479,-1.13,14.311,943.944,1.652,0.2282,0.3283,0.4338,6126830,0.1514,0.2529,0.3419,4829163,0.209
1673,'002470',金正大,59.624,2.599,0.132,2.883,0.0453,0.0767,0.36,1.414,54.033,2.63,23.12,19.214,2.877,1738936,453051,717523,939604,113261,24151,-14715,53634,571325,108359,58771,59172,41523,476802,315003,257861,257861,7.568,141.892,84.981,7.402,20254744,2.692,0.129,7.628,66.667,571374.313,1.043,0.66,46.447,813.672,1.835,0.0757,0.1747,0.3065,7902349,0.0968,0.1781,0.2136,5508402,0.09
1258,'000985',大庆华科,192.308,6.134,0.132,4.014,0.0318,0.156,1.997,0.517,79.136,2188.36,94.85,13.8,3.989,67796,39347,14145,53652,25895,2025,-446,1579,33878,4463,1980,2026,1707,8322,12964,12964,12964,24.807,129.742,67.569,24.049,9149267,3.086,0.343,24.778,41.667,99945.375,-0.149,1.55,43.337,366.255,3.258,-0.2255,0.3545,0.9616,1246604,-0.1149,0.253,0.6723,871613,-0.158
1455,'002221',东华能源,85.577,2.701,0.133,4.171,0.032,-0.213,2.321,0.748,30.301,207.51,56.47,8.624,4.163,2256448,530795,1571539,683728,375946,-34541,15453,120049,587053,50136,32087,32652,21574,129216,161996,127271,127271,10.927,160.828,45.576,10.767,54439400,4.911,0.056,10.914,50,390760.844,-0.27,0.32,43.305,2176.186,0.789,-0.1188,0.2544,0.5274,6711719,-0.0605,0.2002,0.4064,5172415,-0.109
1303,'002035',华帝股份,108.843,4.58,0.133,2.932,0.0435,-0.135,0.374,1.311,49.933,60.88,31.99,40.797,2.823,363422,56239,175737,181468,43558,-7828,-37114,-44575,115595,45989,8743,9542,7714,87197,58176,51466,51466,23.23,91.938,43.802,23.423,69758600,-0.931,0.036,23.146,50,33461.078,0.066,-0.17,16.055,2790.624,1.588,0.1043,0.2897,0.8648,4450984,-0.0229,0.1642,0.6433,3310878,0.107
44,'600064',南京高科,110.821,1.099,0.133,13.014,0.0102,-0.834,0.559,3.693,37.929,-61.94,-65,41.519,12.959,2732074,37710,1635931,1036235,43191,-64393,-15702,27038,72101,26775,13052,13090,10283,316208,77247,77247,77247,14.828,108.051,46.892,14.911,64703992,0.802,-0.038,14.742,41.667,19308.277,-0.395,-0.16,28.054,2588.906,0.512,-0.1329,0.2099,0.512,3954767,-0.0775,0.1433,0.2897,2237832,-0.095
800,'601666',平煤股份,49.966,1.394,0.134,4.813,0.0287,0.229,1.407,1.558,29.022,7962.83,102.96,19.187,4.812,3915692,2210948,2691033,1136417,332259,53983,-12460,-17105,530738,85171,40421,40188,31712,367911,236117,236117,236117,5.923,158.857,84.446,5.448,108775512,12.334,0.31,6.086,75,2578351.5,3.014,1.3,53.093,4333.265,0.383,0.1533,0.402,0.9818,23182852,0.3069,0.4556,0.7375,17413732,0.133
1443,'002208',合肥城建,88.904,2.261,0.134,5.265,0.0258,-4.514,0.906,2.489,15.592,-39.63,20.56,22.881,5.265,1080883,6793,903315,168532,29001,-144506,-59,-19403,86120,14125,6420,6462,4286,79664,32010,31924,31924,12.037,118.105,26.747,12.532,16545889,2.155,-0.269,11.636,50,94633.969,-0.995,-0.8,34.849,661.465,0.768,-0.2851,0.3839,0.8447,2696644,-0.1791,0.2413,0.6032,1925581,-0.253
469,'600650',锦江投资,122.051,2.72,0.134,5.762,0.0225,0.0565,0.624,2.058,73.589,49.76,-7.67,20.315,5.753,450665,110401,92007,331639,34449,3117,-227,2615,54988,10841,9324,9552,7394,127326,55161,55161,39056,16.871,123.357,23.078,17.627,28973900,0.365,-0.337,16.276,41.667,-36130.27,-0.71,-1.72,31.979,1158.166,2.815,-0.2686,0.3803,0.9262,3617324,-0.1811,0.2973,0.7518,2936190,-0.241
455,'600629',华建集团,143.502,1.106,0.134,5.31,0.0468,-1.03,3.142,1.551,38.837,84.19,9.79,26.26,5.131,590902,124627,346484,229489,135818,-44511,-16713,-28366,91751,23578,4497,6841,4811,67017,43221,34800,34800,20.555,174.279,14.318,20.902,818736768,-4.3,-0.153,19.748,41.667,52009.469,-0.978,-2.94,10.078,32748.902,0.864,-0.0518,0.4291,1.9541,6800099,-0.0197,0.4437,1.7966,6252299,-0.008
477,'600663',陆家嘴  ,173.497,5.551,0.134,3.788,0.0219,0.207,0.0116,1.947,17.257,27.6,85.27,59.625,3.741,8146821,69587,6067330,1405923,3890,69550,-260251,67358,254623,126983,74639,76194,44985,786856,336183,336183,244455,23.705,75.225,66.54,23.642,96272448,-1.569,0.101,23.69,58.333,125862.719,-0.205,-0.39,9.155,3850.627,0.317,0.0509,0.1158,0.1664,4067340,-0.0125,0.1088,0.1107,2706174,0.027
1153,'000811',烟台冰轮,48.024,1.739,0.135,3.648,0.0381,-0.182,0.077,2.095,46.683,2090.69,17.45,28.995,3.634,515051,67096,262288,240444,26795,-11913,29037,-3648,66533,18603,13788,13864,8833,139008,65305,60486,60486,10.441,62.165,19.972,11.028,79084552,-4.281,-0.318,9.89,33.333,-172570.469,-1.539,-1.76,9.944,3164.537,1.293,-0.1099,0.3466,1.9947,12065113,-0.2164,0.3051,1.5001,9073518,-0.148
2333,'300421',力星股份,172.507,2.599,0.135,8.575,0.0152,-0.0155,6.544,0.785,75.001,38.59,28.07,23.681,8.575,156220,33570,39053,117167,85437,-202,-12712,-4010,15192,3471,2113,2135,1765,15476,13055,4200,4200,24.536,106.503,17.11,26.032,3261571,-0.563,-0.665,23.34,41.667,-27798.311,-0.935,-3.92,11.84,130.386,2.48,-0.3176,0.3959,2.7986,1175393,-0.1311,0.2659,2.1194,890167,-0.239
219,'600297',广汇汽车,42.905,1.63,0.136,3.419,0.0395,-1.029,0.907,1.336,22.588,31.88,27.09,10.503,3.256,11311350,1134325,8225783,2555052,813801,-735738,357889,108908,3280280,332361,135564,136866,97066,1065096,715052,239178,239178,7.673,87.925,64.491,7.553,52995840,-0.304,0.088,7.662,41.667,468332.531,0.243,0.06,15.138,2122.195,0.671,0.0703,0.174,0.7052,16867512,0.0999,0.1788,0.5315,12712692,0.095
2395,'300512',中亚股份,130.701,3.488,0.136,4.642,0.0271,-0.013,2.105,1.283,66.636,15.8,7.46,47.437,4.63,206343,9631,68845,137498,56841,-350,-1894,-2663,13506,6141,4306,4309,3670,46791,27000,7782,7782,18.875,71.747,14.395,20.135,2699723,-1.638,-0.781,17.97,25,-95996.211,-1.961,-2.83,13.181,108.104,2.165,-0.4481,0.4703,2.5238,1964145,-0.2712,0.2948,1.6732,1302199,-0.34
21,'600028',中国石化,44.785,1.02,0.137,5.848,0.0231,0.11,0.987,2.24,49.267,168.71,40.6,19.902,5.739,147891699,67170899,62531002,72861798,11952700,1327600,-2157400,-1348400,58218502,5769800,2789600,2798000,1663300,29179600,12107121,12107121,9555777,6.035,134.314,87.778,5.903,555320448,0.816,0.09,6.146,58.333,5663927,0.245,0.3,27.778,22226.002,1.39,0.1255,0.1527,0.0938,89633064,0.1093,0.1505,0.0698,66700448,0.103
